scientific_name,latitude,longitude,type,source,countryCode
Bactris gasipaes,-0.077798,-78.989397,H,GBIF,ECU
Bactris gasipaes,-0.987579,-77.811533,H,GBIF,ECU
Bactris gasipaes,-1.831239,-78.183406,H,GBIF,ECU
Bactris gasipaes,-0.925299,-77.820593,H,GBIF,ECU
Bactris gasipaes,-0.96491,-77.857163,H,GBIF,ECU
Bactris gasipaes,-0.892961,-77.807283,H,GBIF,ECU
Bactris gasipaes,-4.085844,-78.93903,H,GBIF,ECU
Bactris gasipaes,-1.652049,-77.916986,H,GBIF,ECU
Bactris gasipaes,0.308986,-78.779328,H,GBIF,ECU
Bactris gasipaes,0.0012,-78.939298,H,GBIF,ECU
Bactris gasipaes,-3.33489,-79.706587,H,GBIF,ECU
Bactris gasipaes,4.609187,-75.789995,H,GBIF,COL
Bactris gasipaes,-0.321388,-78.951713,H,GBIF,ECU
Bactris gasipaes,-3.33497,-79.706908,H,GBIF,ECU
Bactris gasipaes,10.451848,-74.051518,H,GBIF,COL
Bactris gasipaes,-3.446899,-78.464081,H,GBIF,ECU
Bactris gasipaes,-1.617782,-77.8406,H,GBIF,ECU
Bactris gasipaes,4.668259,-75.892707,H,GBIF,COL
Bactris gasipaes,4.668259,-75.892707,H,GBIF,COL
Bactris gasipaes,4.668259,-75.892707,H,GBIF,COL
Bactris gasipaes,4.413275,-75.93177,H,GBIF,COL
Bactris gasipaes,4.103324,-76.381972,H,GBIF,COL
Bactris gasipaes,4.163621,-76.34388,H,GBIF,COL
Bactris gasipaes,1.136778,-78.030806,H,GBIF,COL
Bactris gasipaes,6.114441,-77.397137,H,GBIF,COL
Bactris gasipaes,5.560244,-67.491053,H,GBIF,VEN
Bactris gasipaes,-12.625454,-69.190221,H,GBIF,PER
Bactris gasipaes,1.304438,-75.980806,H,GBIF,COL
Bactris gasipaes,3.534612,-76.75341,H,GBIF,COL
Bactris gasipaes,5.154269,-74.167228,H,GBIF,COL
Bactris gasipaes,-4.201231,-69.943694,H,GBIF,COL
Bactris gasipaes,-3.736369,-70.493891,H,GBIF,COL
Bactris gasipaes,5.154269,-74.167228,H,GBIF,COL
Bactris gasipaes,5.154269,-74.167228,H,GBIF,COL
Bactris gasipaes,0.266667,-74.8667,H,GBIF,COL
Bactris gasipaes,5.154269,-74.167228,H,GBIF,COL
Bactris gasipaes,-0.317784,-78.927418,H,GBIF,ECU
Bactris gasipaes,7.013,-76.280723,H,GBIF,COL
Bactris gasipaes,7.012218,-76.284614,H,GBIF,COL
Bactris gasipaes,7.012218,-76.284614,H,GBIF,COL
Bactris gasipaes,7.012218,-76.284614,H,GBIF,COL
Bactris gasipaes,7.012344,-76.284529,H,GBIF,COL
Bactris gasipaes,7.012344,-76.284529,H,GBIF,COL
Bactris gasipaes,7.012218,-76.284614,H,GBIF,COL
Bactris gasipaes,7.012218,-76.284614,H,GBIF,COL
Bactris gasipaes,7.012218,-76.284614,H,GBIF,COL
Bactris gasipaes,7.012344,-76.284529,H,GBIF,COL
Bactris gasipaes,7.012344,-76.284529,H,GBIF,COL
Bactris gasipaes,7.012344,-76.284529,H,GBIF,COL
Bactris gasipaes,7.012344,-76.284529,H,GBIF,COL
Bactris gasipaes,7.010929,-76.284731,H,GBIF,COL
Bactris gasipaes,11.25,-73.5,H,GBIF,COL
Bactris gasipaes,11.25,-73.5,H,GBIF,COL
Bactris gasipaes,11.25,-73.5,H,GBIF,COL
Bactris gasipaes,11.25,-73.5,H,GBIF,COL
Bactris gasipaes,11.25,-73.5,H,GBIF,COL
Bactris gasipaes,11.248761,-73.66724,H,GBIF,COL
Bactris gasipaes,11.248761,-73.66724,H,GBIF,COL
Bactris gasipaes,11.248761,-73.66724,H,GBIF,COL
Bactris gasipaes,11.248761,-73.66724,H,GBIF,COL
Bactris gasipaes,11.248761,-73.66724,H,GBIF,COL
Bactris gasipaes,11.248761,-73.66724,H,GBIF,COL
Bactris gasipaes,9.883339,-75.199972,H,GBIF,COL
Bactris gasipaes,9.883339,-75.199972,H,GBIF,COL
Bactris gasipaes,9.883339,-75.199972,H,GBIF,COL
Bactris gasipaes,9.883339,-75.199972,H,GBIF,COL
Bactris gasipaes,9.883339,-75.199972,H,GBIF,COL
Bactris gasipaes,9.883339,-75.199972,H,GBIF,COL
Bactris gasipaes,9.883339,-75.199972,H,GBIF,COL
Bactris gasipaes,9.883339,-75.199972,H,GBIF,COL
Bactris gasipaes,-9.616,-74.933,H,GBIF,PER
Bactris gasipaes,-0.233,-79.133,H,GBIF,ECU
Bactris gasipaes,-0.733,-79.466,H,GBIF,ECU
Bactris gasipaes,-2.633,-78.216,H,GBIF,ECU
Bactris gasipaes,-0.3,-76.866,H,GBIF,ECU
Bactris gasipaes,-0.333,-79.75,H,GBIF,ECU
Bactris gasipaes,-0.533,-76.383,H,GBIF,ECU
Bactris gasipaes,-12.519,-68.806,H,GBIF,PER
Bactris gasipaes,-7.033,-75.09,H,GBIF,PER
Bactris gasipaes,-6.903,-75.284,H,GBIF,PER
Bactris gasipaes,-7.206,-75.073,H,GBIF,PER
Bactris gasipaes,-0.9,-77.816,H,GBIF,ECU
Bactris gasipaes,-0.662,-76.666,H,GBIF,ECU
Bactris gasipaes,-0.033,-76.7,H,GBIF,ECU
Bactris gasipaes,-1.042,-76.886,H,GBIF,ECU
Bactris gasipaes,-1.042,-76.886,H,GBIF,ECU
Bactris gasipaes,-1.566,-80.666,H,GBIF,ECU
Bactris gasipaes,-3.726135,-79.669708,H,GBIF,ECU
Bactris gasipaes,-12.60448,-69.13715,H,GBIF,PER
Bactris gasipaes,3.267862,-73.913244,H,GBIF,COL
Bactris gasipaes,1.265405,-78.66301,H,GBIF,ECU
Bactris gasipaes,0.891311,-78.506696,H,GBIF,ECU
Bactris gasipaes,5.320454,-76.450156,H,GBIF,COL
Bactris gasipaes,5.320454,-76.450156,H,GBIF,COL
Bactris gasipaes,5.320454,-76.450156,H,GBIF,COL
Bactris gasipaes,5.320454,-76.450156,H,GBIF,COL
Bactris gasipaes,5.320454,-76.450156,H,GBIF,COL
Bactris gasipaes,5.328194,-76.451576,H,GBIF,COL
Bactris gasipaes,5.328194,-76.451576,H,GBIF,COL
Bactris gasipaes,-0.990343,-77.83755,H,GBIF,ECU
Bactris gasipaes,-4.3283,-78.67,H,GBIF,ECU
Bactris gasipaes,-4.3283,-78.67,H,GBIF,ECU
Bactris gasipaes,-4.3158,-78.6656,H,GBIF,ECU
Bactris gasipaes,-4.3158,-78.6656,H,GBIF,ECU
Bactris gasipaes,-3.4528,-78.5514,H,GBIF,ECU
Bactris gasipaes,-3.0387,-78.0964,H,GBIF,ECU
Bactris gasipaes,-3.0387,-78.0964,H,GBIF,ECU
Bactris gasipaes,-3.4525,-78.5811,H,GBIF,ECU
Bactris gasipaes,-3.701419,-79.819431,H,GBIF,ECU
Bactris gasipaes,-3.75,-78.6,H,GBIF,ECU
Bactris gasipaes,-3.933333,-79.7333,H,GBIF,ECU
Bactris gasipaes,-3.3375,-79.598611,H,GBIF,ECU
Bactris gasipaes,-4.058531,-78.947793,H,GBIF,ECU
Bactris gasipaes,-10.18333,-75.56666,H,GBIF,PER
Bactris gasipaes,-6.526333,-77.518611,H,GBIF,PER
Bactris gasipaes,0.13333,-77.45,H,GBIF,ECU
Bactris gasipaes,-10.37666,-75.07166,H,GBIF,PER
Bactris gasipaes,-0.533333,-76.383333,H,GBIF,ECU
Bactris gasipaes,-10.37666,-75.07166,H,GBIF,PER
Bactris gasipaes,-10.37666,-75.07166,H,GBIF,PER
Bactris gasipaes,6.723436,-71.749697,H,GBIF,COL
Bactris gasipaes,-1.690847,-80.805499,H,GBIF,ECU
Bactris gasipaes,-3.337339,-79.718747,H,GBIF,ECU
Bactris gasipaes,-0.915035,-77.797117,H,GBIF,ECU
Bactris gasipaes,-10.18333,-75.56666,H,GBIF,PER
Bactris gasipaes,-0.6625,-76.66666,H,GBIF,ECU
Bactris gasipaes,0.08333,-77.43333,H,GBIF,ECU
Bactris gasipaes,-10.37666,-75.07166,H,GBIF,PER
Bactris gasipaes,-1.0425,-76.88638,H,GBIF,ECU
Bactris gasipaes,-1.0425,-76.886389,H,GBIF,ECU
Bactris gasipaes,4.930776,-76.367974,H,GBIF,COL
Bactris gasipaes,-2.15,-79.98333,H,GBIF,ECU
Bactris gasipaes,0.76666,-78.9,H,GBIF,ECU
Bactris gasipaes,-12.904155,-71.401125,H,GBIF,PER
Bactris gasipaes,0.500488,-76.322013,H,GBIF,COL
Bactris gasipaes,0.500488,-76.322013,H,GBIF,COL
Bactris gasipaes,0.500488,-76.322013,H,GBIF,COL
Bactris gasipaes,0.489333,-76.320977,H,GBIF,COL
Bactris gasipaes,0.489089,-76.321143,H,GBIF,COL
Bactris gasipaes,0.466225,-76.323211,H,GBIF,COL
Bactris gasipaes,0.466241,-76.323446,H,GBIF,COL
Bactris gasipaes,0.466742,-76.323339,H,GBIF,COL
Bactris gasipaes,0.475124,-76.323496,H,GBIF,COL
Bactris gasipaes,0.475124,-76.323496,H,GBIF,COL
Bactris gasipaes,0.474055,-76.328524,H,GBIF,COL
Bactris gasipaes,0.474055,-76.328524,H,GBIF,COL
Bactris gasipaes,0.48731,-76.321548,H,GBIF,COL
Bactris gasipaes,1.06464,-76.31986,H,GBIF,COL
Bactris gasipaes,5.958741,-75.107326,H,GBIF,COL
Bactris gasipaes,5.951503,-75.107597,H,GBIF,COL
Bactris gasipaes,5.95159,-75.107583,H,GBIF,COL
Bactris gasipaes,5.96065,-75.10726,H,GBIF,COL
Bactris gasipaes,6.012078,-75.096193,H,GBIF,COL
Bactris gasipaes,5.966189,-75.106297,H,GBIF,COL
Bactris gasipaes,5.958972,-75.107298,H,GBIF,COL
Bactris gasipaes,5.966677,-75.105989,H,GBIF,COL
Bactris gasipaes,5.96669,-75.106022,H,GBIF,COL
Bactris gasipaes,6.034976,-75.110531,H,GBIF,COL
Bactris gasipaes,6.035298,-75.110681,H,GBIF,COL
Bactris gasipaes,5.966663,-75.105992,H,GBIF,COL
Bactris gasipaes,5.966342,-75.106185,H,GBIF,COL
Bactris gasipaes,6.016954,-75.098588,H,GBIF,COL
Bactris gasipaes,5.956465,-75.107553,H,GBIF,COL
Bactris gasipaes,6.024698,-75.1064,H,GBIF,COL
Bactris gasipaes,5.995263,-75.098239,H,GBIF,COL
Bactris gasipaes,6.013912,-75.096963,H,GBIF,COL
Bactris gasipaes,6.01393,-75.097009,H,GBIF,COL
Bactris gasipaes,6.015543,-75.097886,H,GBIF,COL
Bactris gasipaes,5.942865,-75.107934,H,GBIF,COL
Bactris gasipaes,5.949342,-75.107308,H,GBIF,COL
Bactris gasipaes,5.940726,-75.111998,H,GBIF,COL
Bactris gasipaes,6.03763,-75.113433,H,GBIF,COL
Bactris gasipaes,5.951807,-75.107561,H,GBIF,COL
Bactris gasipaes,5.951708,-75.107622,H,GBIF,COL
Bactris gasipaes,5.951568,-75.107613,H,GBIF,COL
Bactris gasipaes,5.951896,-75.107544,H,GBIF,COL
Bactris gasipaes,5.95405,-75.107575,H,GBIF,COL
Bactris gasipaes,5.949835,-75.107359,H,GBIF,COL
Bactris gasipaes,6.018889,-75.099687,H,GBIF,COL
Bactris gasipaes,-0.75387,-77.468325,H,GBIF,ECU
Bactris gasipaes,7.339053,-73.868545,H,GBIF,COL
Bactris gasipaes,7.386581,-73.865882,H,GBIF,COL
Bactris gasipaes,7.385693,-73.866361,H,GBIF,COL
Bactris gasipaes,7.385693,-73.866361,H,GBIF,COL
Bactris gasipaes,5.886739,-74.853078,H,GBIF,COL
Bactris gasipaes,4.5171,-75.9029,H,GBIF,COL
Bactris gasipaes,4.3474,-75.8041,H,GBIF,COL
Bactris gasipaes,5.952778,-76.764833,H,GBIF,COL
Bactris gasipaes,10.234453,-75.501422,H,GBIF,COL
Bactris gasipaes,0.067392,-78.945963,H,GBIF,ECU
Bactris gasipaes,-0.858222,-91.017361,H,GBIF,ECU
Bactris gasipaes,6.920987,-73.585747,H,GBIF,COL
Bactris gasipaes,6.997576,-73.538853,H,GBIF,COL
Bactris gasipaes,6.997576,-73.538853,H,GBIF,COL
Bactris gasipaes,6.997576,-73.538853,H,GBIF,COL
Bactris gasipaes,6.947213,-73.67714,H,GBIF,COL
Bactris gasipaes,6.947213,-73.67714,H,GBIF,COL
Bactris gasipaes,6.900863,-73.589975,H,GBIF,COL
Bactris gasipaes,7.024546,-73.651824,H,GBIF,COL
Bactris gasipaes,6.920987,-73.585747,H,GBIF,COL
Bactris gasipaes,6.920987,-73.585747,H,GBIF,COL
Bactris gasipaes,0.384139,-78.752728,H,GBIF,ECU
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,4.878944,-73.240583,H,GBIF,COL
Bactris gasipaes,0.124909,-78.630222,H,GBIF,ECU
Bactris gasipaes,-3.749512,-78.631278,H,GBIF,ECU
Bactris gasipaes,5.659998,-74.181664,H,GBIF,COL
Bactris gasipaes,6.224564,-77.403439,H,GBIF,COL
Bactris gasipaes,-3.91667,-73.75,H,GBIF,PER
Bactris gasipaes,-0.40471,-79.905706,H,GBIF,ECU
Bactris gasipaes,7.342833,-73.707375,H,GBIF,COL
Bactris gasipaes,7.342833,-73.707375,H,GBIF,COL
Bactris gasipaes,7.342833,-73.707375,H,GBIF,COL
Bactris gasipaes,-0.963805,-77.8591,H,GBIF,ECU
Bactris gasipaes,4.224736,-73.492206,H,GBIF,COL
Bactris gasipaes,1.473611,-75.549528,H,GBIF,COL
Bactris gasipaes,1.473611,-75.549528,H,GBIF,COL
Bactris gasipaes,1.473611,-75.549444,H,GBIF,COL
Bactris gasipaes,5.995618,-75.054949,H,GBIF,COL
Bactris gasipaes,5.995618,-75.054949,H,GBIF,COL
Bactris gasipaes,5.989918,-75.009184,H,GBIF,COL
Bactris gasipaes,5.980528,-74.980194,H,GBIF,COL
Bactris gasipaes,5.980589,-74.979741,H,GBIF,COL
Bactris gasipaes,5.980572,-74.980258,H,GBIF,COL
Bactris gasipaes,6.009603,-75.09395,H,GBIF,COL
Bactris gasipaes,6.009449,-75.081023,H,GBIF,COL
Bactris gasipaes,5.981069,-74.918194,H,GBIF,COL
Bactris gasipaes,5.990028,-75.024672,H,GBIF,COL
Bactris gasipaes,5.990019,-75.024682,H,GBIF,COL
Bactris gasipaes,5.975929,-74.901297,H,GBIF,COL
Bactris gasipaes,5.981993,-74.990833,H,GBIF,COL
Bactris gasipaes,5.981993,-74.990833,H,GBIF,COL
Bactris gasipaes,5.989757,-75.009007,H,GBIF,COL
Bactris gasipaes,5.98214,-74.991751,H,GBIF,COL
Bactris gasipaes,5.982095,-74.99161,H,GBIF,COL
Bactris gasipaes,5.981003,-74.986888,H,GBIF,COL
Bactris gasipaes,5.980985,-74.986826,H,GBIF,COL
Bactris gasipaes,5.980556,-74.980339,H,GBIF,COL
Bactris gasipaes,5.980605,-74.980854,H,GBIF,COL
Bactris gasipaes,5.910209,-74.850014,H,GBIF,COL
Bactris gasipaes,5.980522,-74.980359,H,GBIF,COL
Bactris gasipaes,6.006683,-75.071719,H,GBIF,COL
Bactris gasipaes,5.980522,-74.980359,H,GBIF,COL
Bactris gasipaes,5.969005,-74.873297,H,GBIF,COL
Bactris gasipaes,5.935142,-74.852875,H,GBIF,COL
Bactris gasipaes,5.935104,-74.852808,H,GBIF,COL
Bactris gasipaes,5.986588,-75.000681,H,GBIF,COL
Bactris gasipaes,5.986775,-75.001245,H,GBIF,COL
Bactris gasipaes,5.987434,-75.00386,H,GBIF,COL
Bactris gasipaes,5.98065,-74.979353,H,GBIF,COL
Bactris gasipaes,5.980632,-74.979309,H,GBIF,COL
Bactris gasipaes,5.995693,-75.054949,H,GBIF,COL
Bactris gasipaes,5.995693,-75.054949,H,GBIF,COL
Bactris gasipaes,5.49961,-76.54796,H,GBIF,COL
Bactris gasipaes,5.49961,-76.54796,H,GBIF,COL
Bactris gasipaes,-0.701501,-77.723398,H,GBIF,ECU
Bactris gasipaes,-0.726992,-77.684705,H,GBIF,ECU
Bactris gasipaes,-0.721523,-77.707962,H,GBIF,ECU
Bactris gasipaes,-0.701666,-77.035958,H,GBIF,ECU
Bactris gasipaes,4.633298,-73.269247,H,GBIF,COL
Bactris gasipaes,4.633298,-73.269247,H,GBIF,COL
Bactris gasipaes,4.633298,-73.269247,H,GBIF,COL
Bactris gasipaes,4.768588,-73.243105,H,GBIF,COL
Bactris gasipaes,4.553813,-73.361726,H,GBIF,COL
Bactris gasipaes,4.761979,-73.249206,H,GBIF,COL
Bactris gasipaes,4.758373,-73.263146,H,GBIF,COL
Bactris gasipaes,4.758373,-73.263146,H,GBIF,COL
Bactris gasipaes,4.758373,-73.263146,H,GBIF,COL
Bactris gasipaes,4.685938,-73.288566,H,GBIF,COL
Bactris gasipaes,4.685938,-73.288566,H,GBIF,COL
Bactris gasipaes,4.684688,-73.252732,H,GBIF,COL
Bactris gasipaes,4.684688,-73.252732,H,GBIF,COL
Bactris gasipaes,4.675843,-73.302991,H,GBIF,COL
Bactris gasipaes,4.773044,-73.258415,H,GBIF,COL
Bactris gasipaes,4.729592,-73.285611,H,GBIF,COL
Bactris gasipaes,4.729592,-73.285611,H,GBIF,COL
Bactris gasipaes,4.637413,-73.286869,H,GBIF,COL
Bactris gasipaes,4.735327,-73.275042,H,GBIF,COL
Bactris gasipaes,4.727383,-73.280967,H,GBIF,COL
Bactris gasipaes,4.678925,-73.267745,H,GBIF,COL
Bactris gasipaes,4.604364,-73.29907,H,GBIF,COL
Bactris gasipaes,4.604364,-73.29907,H,GBIF,COL
Bactris gasipaes,4.773044,-73.258415,H,GBIF,COL
Bactris gasipaes,4.722177,-73.293513,H,GBIF,COL
Bactris gasipaes,4.722177,-73.293513,H,GBIF,COL
Bactris gasipaes,4.722177,-73.293513,H,GBIF,COL
Bactris gasipaes,4.722177,-73.293513,H,GBIF,COL
Bactris gasipaes,4.707822,-73.306334,H,GBIF,COL
Bactris gasipaes,4.761979,-73.249206,H,GBIF,COL
Bactris gasipaes,4.772601,-73.24023,H,GBIF,COL
Bactris gasipaes,4.772601,-73.24023,H,GBIF,COL
Bactris gasipaes,-0.699731,-77.724213,H,GBIF,ECU
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,4.335944,-76.081861,H,GBIF,COL
Bactris gasipaes,6.092792,-77.410997,H,GBIF,COL
Bactris gasipaes,-0.082604,-79.459138,H,GBIF,ECU
Bactris gasipaes,4.518532,-76.292277,H,GBIF,COL
Bactris gasipaes,-0.279661,-79.07334,H,GBIF,ECU
Bactris gasipaes,-0.265522,-78.786397,H,GBIF,ECU
Bactris gasipaes,-0.01625,-74.789944,H,GBIF,COL
Bactris gasipaes,6.173731,-73.432361,H,GBIF,COL
Bactris gasipaes,6.173731,-73.432361,H,GBIF,COL
Bactris gasipaes,6.173731,-73.432361,H,GBIF,COL
Bactris gasipaes,6.173731,-73.432361,H,GBIF,COL
Bactris gasipaes,6.173731,-73.432361,H,GBIF,COL
Bactris gasipaes,6.79227,-73.47971,H,GBIF,COL
Bactris gasipaes,6.79227,-73.47971,H,GBIF,COL
Bactris gasipaes,6.79227,-73.47971,H,GBIF,COL
Bactris gasipaes,-0.333983,-78.891575,H,GBIF,ECU
Bactris gasipaes,-3.611836,-78.606452,H,GBIF,ECU
Bactris gasipaes,-3.624283,-78.411804,H,GBIF,ECU
Bactris gasipaes,8.31218,-75.657618,H,GBIF,COL
Bactris gasipaes,-0.720639,-77.749607,H,GBIF,ECU
Bactris gasipaes,7.128257,-75.331157,H,GBIF,COL
Bactris gasipaes,7.043899,-75.362743,H,GBIF,COL
Bactris gasipaes,-1.526463,-77.971713,H,GBIF,ECU
Bactris gasipaes,-10.247,-75.144,H,GBIF,PER
Bactris gasipaes,-4.023478,-78.882856,H,GBIF,ECU
Bactris gasipaes,-4.139015,-78.939663,H,GBIF,ECU
Bactris gasipaes,2.795136,-73.116797,H,GBIF,COL
Bactris gasipaes,-5.650739,-73.99205,H,GBIF,PER
Bactris gasipaes,0.131287,-78.676438,H,GBIF,ECU
Bactris gasipaes,0.053984,-79.038972,H,GBIF,ECU
Bactris gasipaes,0.131287,-78.676438,H,GBIF,ECU
Bactris gasipaes,-4.182394,-69.942481,H,GBIF,COL
Bactris gasipaes,-0.212307,-79.115189,H,GBIF,ECU
Bactris gasipaes,-0.088931,-76.142299,H,GBIF,ECU
Bactris gasipaes,-0.0807,-76.876875,H,GBIF,ECU
Bactris gasipaes,0.027458,-77.364687,H,GBIF,ECU
Bactris gasipaes,-4.266,-78.616,H,GBIF,ECU
Bactris gasipaes,-3.683,-79.633,H,GBIF,ECU
Bactris gasipaes,0.766,-78.9,H,GBIF,ECU
Bactris gasipaes,-0.666,-80.066,H,GBIF,ECU
Bactris gasipaes,0.966,-78.333,H,GBIF,ECU
Bactris gasipaes,-4.5,-78.5,H,GBIF,PER
Bactris gasipaes,-4.332,-78.68,H,GBIF,ECU
Bactris gasipaes,-3.224495,-72.928921,H,GBIF,PER
Bactris gasipaes,-1.043822,-77.714209,H,GBIF,ECU
Bactris gasipaes,-1.043822,-77.714209,H,GBIF,ECU
Bactris gasipaes,6.699083,-76.5605,H,GBIF,COL
Bactris gasipaes,-0.994213,-77.815912,H,GBIF,ECU
Bactris gasipaes,-0.995921,-77.813523,H,GBIF,ECU
Bactris gasipaes,-0.986308,-77.80994,H,GBIF,ECU
Bactris gasipaes,-0.988787,-77.824149,H,GBIF,ECU
Bactris gasipaes,-0.995549,-77.816879,H,GBIF,ECU
Bactris gasipaes,-0.986798,-77.82365,H,GBIF,ECU
Bactris gasipaes,-0.991491,-77.815835,H,GBIF,ECU
Bactris gasipaes,-0.995695,-77.817042,H,GBIF,ECU
Bactris gasipaes,-0.995576,-77.816895,H,GBIF,ECU
Bactris gasipaes,-1.18818,-77.975479,H,GBIF,ECU
Bactris gasipaes,-0.979705,-77.812867,H,GBIF,ECU
Bactris gasipaes,-0.994392,-77.816545,H,GBIF,ECU
Bactris gasipaes,4.565,-75.815278,H,GBIF,COL
Bactris gasipaes,11.036944,-73.7875,H,GBIF,COL
Bactris gasipaes,6.3175,-74.99,H,GBIF,COL
Bactris gasipaes,2.666667,-74.166667,H,GBIF,COL
Bactris gasipaes,11.187222,-73.408611,H,GBIF,COL
Bactris gasipaes,11.187222,-73.408611,H,GBIF,COL
Bactris gasipaes,11.187222,-73.408611,H,GBIF,COL
Bactris gasipaes,11.187222,-73.408611,H,GBIF,COL
Bactris gasipaes,11.187222,-73.408611,H,GBIF,COL
Bactris gasipaes,11.187222,-73.408611,H,GBIF,COL
Bactris gasipaes,-4.131389,-69.945556,H,GBIF,COL
Bactris gasipaes,2.510278,-72.785556,H,GBIF,COL
Bactris gasipaes,-4.165,-69.937778,H,GBIF,COL
Bactris gasipaes,4.093611,-76.044722,H,GBIF,COL
Bactris gasipaes,-12.510287,-68.979845,H,GBIF,PER
Bactris gasipaes,-13.231602,-70.754616,H,GBIF,PER
Bactris gasipaes,2.430698,-76.482989,H,GBIF,COL
Bactris gasipaes,-1.506901,-79.269276,H,GBIF,ECU
Bactris gasipaes,-1.445699,-79.273373,H,GBIF,ECU
Bactris gasipaes,-1.514285,-79.479471,H,GBIF,ECU
Bactris gasipaes,-1.352551,-79.87872,H,GBIF,ECU
Bactris gasipaes,5.32952,-74.6006,H,GBIF,COL
Bactris gasipaes,5.32952,-74.6006,H,GBIF,COL
Bactris gasipaes,5.43566,-74.43552,H,GBIF,COL
Bactris gasipaes,5.75582,-76.193791,H,GBIF,COL
Bactris gasipaes,4.115222,-76.083333,H,GBIF,COL
Bactris gasipaes,4.764944,-76.018944,H,GBIF,COL
Bactris gasipaes,4.401944,-75.926667,H,GBIF,COL
Bactris gasipaes,-1.076417,-69.517708,H,GBIF,COL
Bactris gasipaes,3.8811,-72.8667,H,GBIF,COL
Bactris gasipaes,5.05417,-72.79547,H,GBIF,COL
Bactris gasipaes,-6.5264,-77.5186,H,GBIF,PER
Bactris gasipaes,-9.62,-74.93,H,GBIF,PER
Bactris gasipaes,-0.23,-79.13,H,GBIF,ECU
Bactris gasipaes,9.83,-72.83,H,GBIF,VEN
Bactris gasipaes,9.83,-72.83,H,GBIF,VEN
Bactris gasipaes,-0.33,-79.75,H,GBIF,ECU
Bactris gasipaes,-5.2917,-73.1639,H,GBIF,PER
Bactris gasipaes,11.17,-73.5,H,GBIF,COL
Bactris gasipaes,-12.83,-69.28,H,GBIF,PER
Bactris gasipaes,-4.5,-78.5,H,GBIF,PER
Bactris gasipaes,9.5917,-72.8986,H,GBIF,VEN
Bactris gasipaes,-4.5,-78.5,H,GBIF,PER
Bactris gasipaes,11.25,-73.5,H,GBIF,COL
Bactris gasipaes,-0.338972,-76.831835,H,GBIF,ECU
Bactris gasipaes,1.92,-67,H,GBIF,VEN
Bactris gasipaes,1.25,-78.67,H,GBIF,ECU
Bactris gasipaes,-5.2917,-73.1639,H,GBIF,PER
Bactris gasipaes,8.22,-70.73,H,GBIF,VEN
Bactris gasipaes,-0.950933,-77.808332,H,GBIF,ECU
Bactris gasipaes,-11.83,-71.42,H,GBIF,PER
Bactris gasipaes,0.77,-78.9,H,GBIF,ECU
Bactris gasipaes,8.7,-70.3,H,GBIF,VEN
Bactris gasipaes,-10.3767,-75.0717,H,GBIF,PER
Bactris gasipaes,-6.5264,-77.5186,H,GBIF,PER
Bactris gasipaes,0.46537,-76.247579,H,GBIF,COL
Bactris gasipaes,-0.083333,-79.033333,H,GBIF,ECU
Bactris gasipaes,-0.083333,-79.033333,H,GBIF,ECU
Bactris gasipaes,0.083333,-79.033333,H,GBIF,ECU
Bactris gasipaes,0.083333,-79.033333,H,GBIF,ECU
Bactris gasipaes,-0.233333,-79.133333,H,GBIF,ECU
Bactris gasipaes,4.434444,-75.927778,H,GBIF,COL
Bactris gasipaes,-0.334722,-79.840278,H,GBIF,ECU
Bactris gasipaes,7.514167,-73.420278,H,GBIF,COL
Bactris gasipaes,5.684722,-77.030278,H,GBIF,COL
Bactris gasipaes,-1.692778,-72.586944,H,GBIF,COL
