scientific_name,latitude,longitude
Bactris gasipaes,7.342833,-73.707375
Bactris gasipaes,7.342833,-73.707375
Bactris gasipaes,-0.963805,-77.8591
Bactris gasipaes,4.224736,-73.492206
Bactris gasipaes,1.473611,-75.549528
Bactris gasipaes,1.473611,-75.549528
Bactris gasipaes,1.473611,-75.549444
Bactris gasipaes,5.995618,-75.054949
Bactris gasipaes,5.995618,-75.054949
Bactris gasipaes,5.989918,-75.009184
Bactris gasipaes,5.980528,-74.980194
Bactris gasipaes,5.980589,-74.979741
Bactris gasipaes,5.980572,-74.980258
Bactris gasipaes,6.009603,-75.09395
Bactris gasipaes,6.009449,-75.081023
Bactris gasipaes,5.981069,-74.918194
Bactris gasipaes,5.990028,-75.024672
Bactris gasipaes,5.990019,-75.024682
Bactris gasipaes,5.975929,-74.901297
Bactris gasipaes,5.981993,-74.990833
Bactris gasipaes,5.981993,-74.990833
Bactris gasipaes,5.989757,-75.009007
Bactris gasipaes,5.98214,-74.991751
Bactris gasipaes,5.982095,-74.99161
Bactris gasipaes,5.981003,-74.986888
Bactris gasipaes,5.980985,-74.986826
Bactris gasipaes,5.980556,-74.980339
Bactris gasipaes,5.980605,-74.980854
Bactris gasipaes,5.910209,-74.850014
Bactris gasipaes,5.980522,-74.980359
Bactris gasipaes,6.006683,-75.071719
Bactris gasipaes,5.980522,-74.980359
Bactris gasipaes,5.969005,-74.873297
Bactris gasipaes,5.935142,-74.852875
Bactris gasipaes,5.935104,-74.852808
Bactris gasipaes,5.986588,-75.000681
Bactris gasipaes,5.986775,-75.001245
Bactris gasipaes,5.987434,-75.00386
Bactris gasipaes,5.98065,-74.979353
Bactris gasipaes,5.980632,-74.979309
Bactris gasipaes,5.995693,-75.054949
Bactris gasipaes,5.995693,-75.054949
Bactris gasipaes,5.49961,-76.54796
Bactris gasipaes,5.49961,-76.54796
Bactris gasipaes,-0.701501,-77.723398
Bactris gasipaes,-0.726992,-77.684705
Bactris gasipaes,-0.721523,-77.707962
Bactris gasipaes,-0.701666,-77.035958
Bactris gasipaes,4.633298,-73.269247
Bactris gasipaes,4.633298,-73.269247
Bactris gasipaes,4.633298,-73.269247
Bactris gasipaes,4.768588,-73.243105
Bactris gasipaes,4.553813,-73.361726
Bactris gasipaes,4.761979,-73.249206
Bactris gasipaes,4.758373,-73.263146
Bactris gasipaes,4.758373,-73.263146
Bactris gasipaes,4.758373,-73.263146
Bactris gasipaes,4.685938,-73.288566
Bactris gasipaes,4.685938,-73.288566
Bactris gasipaes,4.684688,-73.252732
Bactris gasipaes,4.684688,-73.252732
Bactris gasipaes,4.675843,-73.302991
Bactris gasipaes,4.773044,-73.258415
Bactris gasipaes,4.729592,-73.285611
Bactris gasipaes,4.729592,-73.285611
Bactris gasipaes,4.637413,-73.286869
Bactris gasipaes,4.735327,-73.275042
Bactris gasipaes,4.727383,-73.280967
Bactris gasipaes,4.678925,-73.267745
Bactris gasipaes,4.604364,-73.29907
Bactris gasipaes,4.604364,-73.29907
Bactris gasipaes,4.773044,-73.258415
Bactris gasipaes,4.722177,-73.293513
Bactris gasipaes,4.722177,-73.293513
Bactris gasipaes,4.722177,-73.293513
Bactris gasipaes,4.722177,-73.293513
Bactris gasipaes,4.707822,-73.306334
Bactris gasipaes,4.761979,-73.249206
Bactris gasipaes,4.772601,-73.24023
Bactris gasipaes,4.772601,-73.24023
Bactris gasipaes,-0.699731,-77.724213
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,4.335944,-76.081861
Bactris gasipaes,6.092792,-77.410997
Bactris gasipaes,-0.082604,-79.459138
Bactris gasipaes,4.518532,-76.292277
Bactris gasipaes,-0.279661,-79.07334
Bactris gasipaes,-0.265522,-78.786397
Bactris gasipaes,-0.01625,-74.789944
Bactris gasipaes,6.173731,-73.432361
Bactris gasipaes,6.173731,-73.432361
Bactris gasipaes,6.173731,-73.432361
Bactris gasipaes,6.173731,-73.432361
Bactris gasipaes,6.173731,-73.432361
Bactris gasipaes,6.79227,-73.47971
Bactris gasipaes,6.79227,-73.47971
Bactris gasipaes,6.79227,-73.47971
Bactris gasipaes,-0.333983,-78.891575
Bactris gasipaes,-3.611836,-78.606452
Bactris gasipaes,-3.624283,-78.411804
Bactris gasipaes,8.31218,-75.657618
Bactris gasipaes,-0.720639,-77.749607
Bactris gasipaes,7.128257,-75.331157
Bactris gasipaes,7.043899,-75.362743
Bactris gasipaes,-1.526463,-77.971713
Bactris gasipaes,-10.247,-75.144
Bactris gasipaes,-4.023478,-78.882856
Bactris gasipaes,-4.139015,-78.939663
Bactris gasipaes,2.795136,-73.116797
Bactris gasipaes,-5.650739,-73.99205
Bactris gasipaes,0.131287,-78.676438
Bactris gasipaes,0.053984,-79.038972
Bactris gasipaes,0.131287,-78.676438
Bactris gasipaes,-4.182394,-69.942481
Bactris gasipaes,-0.212307,-79.115189
Bactris gasipaes,-0.088931,-76.142299
Bactris gasipaes,-0.0807,-76.876875
Bactris gasipaes,0.027458,-77.364687
Bactris gasipaes,-4.266,-78.616
Bactris gasipaes,-3.683,-79.633
Bactris gasipaes,0.766,-78.9
Bactris gasipaes,-0.666,-80.066
Bactris gasipaes,0.966,-78.333
Bactris gasipaes,-4.5,-78.5
Bactris gasipaes,-4.332,-78.68
Bactris gasipaes,-3.224495,-72.928921
Bactris gasipaes,-1.043822,-77.714209
Bactris gasipaes,-1.043822,-77.714209
Bactris gasipaes,6.699083,-76.5605
Bactris gasipaes,-0.994213,-77.815912
Bactris gasipaes,-0.995921,-77.813523
Bactris gasipaes,-0.986308,-77.80994
Bactris gasipaes,-0.988787,-77.824149
Bactris gasipaes,-0.995549,-77.816879
Bactris gasipaes,-0.986798,-77.82365
Bactris gasipaes,-0.991491,-77.815835
Bactris gasipaes,-0.995695,-77.817042
Bactris gasipaes,-0.995576,-77.816895
Bactris gasipaes,-1.18818,-77.975479
Bactris gasipaes,-0.979705,-77.812867
Bactris gasipaes,-0.994392,-77.816545
Bactris gasipaes,4.565,-75.815278
Bactris gasipaes,11.036944,-73.7875
Bactris gasipaes,6.3175,-74.99
Bactris gasipaes,2.666667,-74.166667
Bactris gasipaes,11.187222,-73.408611
Bactris gasipaes,11.187222,-73.408611
Bactris gasipaes,11.187222,-73.408611
Bactris gasipaes,11.187222,-73.408611
Bactris gasipaes,11.187222,-73.408611
Bactris gasipaes,11.187222,-73.408611
Bactris gasipaes,-4.131389,-69.945556
Bactris gasipaes,2.510278,-72.785556
Bactris gasipaes,-4.165,-69.937778
Bactris gasipaes,4.093611,-76.044722
Bactris gasipaes,-12.510287,-68.979845
Bactris gasipaes,-13.231602,-70.754616
Bactris gasipaes,2.430698,-76.482989
Bactris gasipaes,-1.506901,-79.269276
Bactris gasipaes,-1.445699,-79.273373
Bactris gasipaes,-1.514285,-79.479471
Bactris gasipaes,-1.352551,-79.87872
Bactris gasipaes,5.32952,-74.6006
Bactris gasipaes,5.32952,-74.6006
Bactris gasipaes,5.43566,-74.43552
Bactris gasipaes,5.75582,-76.193791
Bactris gasipaes,4.115222,-76.083333
Bactris gasipaes,4.764944,-76.018944
Bactris gasipaes,4.401944,-75.926667
Bactris gasipaes,-1.076417,-69.517708
Bactris gasipaes,3.8811,-72.8667
Bactris gasipaes,5.05417,-72.79547
Bactris gasipaes,-6.5264,-77.5186
Bactris gasipaes,-9.62,-74.93
Bactris gasipaes,-0.23,-79.13
Bactris gasipaes,9.83,-72.83
Bactris gasipaes,9.83,-72.83
Bactris gasipaes,-0.33,-79.75
Bactris gasipaes,-5.2917,-73.1639
Bactris gasipaes,11.17,-73.5
Bactris gasipaes,-12.83,-69.28
Bactris gasipaes,-4.5,-78.5
Bactris gasipaes,9.5917,-72.8986
Bactris gasipaes,-4.5,-78.5
Bactris gasipaes,11.25,-73.5
Bactris gasipaes,-0.338972,-76.831835
Bactris gasipaes,1.92,-67
Bactris gasipaes,1.25,-78.67
Bactris gasipaes,-5.2917,-73.1639
Bactris gasipaes,8.22,-70.73
Bactris gasipaes,-0.950933,-77.808332
Bactris gasipaes,-11.83,-71.42
Bactris gasipaes,0.77,-78.9
Bactris gasipaes,8.7,-70.3
Bactris gasipaes,-10.3767,-75.0717
Bactris gasipaes,-6.5264,-77.5186
Bactris gasipaes,0.46537,-76.247579
Bactris gasipaes,-0.083333,-79.033333
Bactris gasipaes,-0.083333,-79.033333
Bactris gasipaes,0.083333,-79.033333
Bactris gasipaes,0.083333,-79.033333
Bactris gasipaes,-0.233333,-79.133333
Bactris gasipaes,4.434444,-75.927778
Bactris gasipaes,-0.334722,-79.840278
Bactris gasipaes,7.514167,-73.420278
Bactris gasipaes,5.684722,-77.030278
Bactris gasipaes,-1.692778,-72.586944
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,0.144444,-75.841389
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,0.144444,-75.841389
Bactris gasipaes,7.03,-72.203056
Bactris gasipaes,0.144444,-75.841389
Bactris gasipaes,0.144444,-75.841389
Bactris gasipaes,0.144444,-75.841389
Bactris gasipaes,6.688056,-75.185278
Bactris gasipaes,6.720278,-75.111944
Bactris gasipaes,1.246667,-70.237222
Bactris gasipaes,1.246667,-70.237222
Bactris gasipaes,0.144444,-75.841389
Bactris gasipaes,6.688056,-75.185278
Bactris gasipaes,1.246667,-70.237222
Bactris gasipaes,6.688056,-75.185278
Bactris gasipaes,5.098611,-76.695833
Bactris gasipaes,5.981667,-75.715556
Bactris gasipaes,5.307778,-76.47
Bactris gasipaes,5.307778,-76.47
Bactris gasipaes,5.307778,-76.47
Bactris gasipaes,5.307778,-76.47
Bactris gasipaes,5.307778,-76.47
Bactris gasipaes,5.307778,-76.47
Bactris gasipaes,7.336111,-76.488611
Bactris gasipaes,7.336111,-76.488611
Bactris gasipaes,7.336111,-76.488611
Bactris gasipaes,7.336111,-76.488611
Bactris gasipaes,7.336111,-76.488611
Bactris gasipaes,7.336111,-76.488611
Bactris gasipaes,7.336111,-76.488611
Bactris gasipaes,5.981667,-75.715556
Bactris gasipaes,5.743056,-76.2875
Bactris gasipaes,5.743056,-76.2875
Bactris gasipaes,5.981667,-75.715556
Bactris gasipaes,5.743056,-76.2875
Bactris gasipaes,5.743056,-76.2875
Bactris gasipaes,5.981667,-75.715556
Bactris gasipaes,5.981667,-75.715556
Bactris gasipaes,11.166667,-73.5
Bactris gasipaes,11.166667,-73.5
Bactris gasipaes,-0.644444,-72.305
Bactris gasipaes,9.562778,-75.439722
Bactris gasipaes,9.562778,-75.439722
Bactris gasipaes,9.562778,-75.439722
Bactris gasipaes,9.562778,-75.439722
Bactris gasipaes,9.562778,-75.439722
Bactris gasipaes,1.287222,-78.0825
Bactris gasipaes,1.287222,-78.0825
Bactris gasipaes,8.604167,-72.928611
Bactris gasipaes,8.604167,-72.928611
Bactris gasipaes,3.091389,-77.541389
Bactris gasipaes,3.091389,-77.541389
Bactris gasipaes,3.092778,-77.537222
Bactris gasipaes,3.091389,-77.541389
Bactris gasipaes,3.091389,-77.541389
Bactris gasipaes,3.091389,-77.541389
Bactris gasipaes,1.246667,-70.237222
Bactris gasipaes,4.0725,-77.086111
Bactris gasipaes,4.0725,-77.086111
Bactris gasipaes,1.246667,-70.237222
Bactris gasipaes,4.0725,-77.086111
Bactris gasipaes,4.0725,-77.086111
Bactris gasipaes,1.246667,-70.237222
Bactris gasipaes,4.0725,-77.086111
Bactris gasipaes,4.0725,-77.086111
Bactris gasipaes,4.0725,-77.086111
Bactris gasipaes,4.0725,-77.086111
Bactris gasipaes,4.929722,-76.360833
Bactris gasipaes,4.929722,-76.360833
Bactris gasipaes,4.957222,-77.351667
Bactris gasipaes,4.957222,-77.351667
Bactris gasipaes,4.093611,-76.044722
Bactris gasipaes,4.164167,-76.343611
Bactris gasipaes,5.249546,-75.580418
Bactris gasipaes,5.249546,-75.580418
Bactris gasipaes,5.249546,-75.580418
Bactris gasipaes,10.59345,-74.24384
Bactris gasipaes,-2.317222,-80.015833
Bactris gasipaes,9.8725,-74.980917
Bactris gasipaes,9.8725,-74.980917
Bactris gasipaes,9.8725,-74.980917
Bactris gasipaes,9.8725,-74.980917
Bactris gasipaes,11.2165,-73.440639
Bactris gasipaes,9.8725,-74.980917
Bactris gasipaes,9.929111,-75.168111
Bactris gasipaes,11.2165,-73.440639
Bactris gasipaes,4.58026,-75.8645
Bactris gasipaes,4.44055,-75.76989
Bactris gasipaes,4.58862,-75.85576
Bactris gasipaes,5.054167,-72.795472
Bactris gasipaes,4.988008,-75.597435
Bactris gasipaes,3.73325,-76.690583
Bactris gasipaes,7.234111,-73.247833
Bactris gasipaes,5.98167,-75.7156
Bactris gasipaes,7.33611,-76.4886
Bactris gasipaes,7.33611,-76.4886
Bactris gasipaes,7.33611,-76.4886
Bactris gasipaes,7.33611,-76.4886
Bactris gasipaes,7.33611,-76.4886
Bactris gasipaes,5.98167,-75.7156
Bactris gasipaes,5.98167,-75.7156
Bactris gasipaes,5.98167,-75.7156
Bactris gasipaes,7.33611,-76.4886
Bactris gasipaes,5.98167,-75.7156
Bactris gasipaes,7.33611,-76.4886
Bactris gasipaes,-4.12139,-69.95
Bactris gasipaes,-0.644444,-72.305
Bactris gasipaes,9.883339,-75.199972
Bactris gasipaes,11.248761,-73.66724
Bactris gasipaes,4.930776,-76.367974
Bactris gasipaes,-4.46666,-78.16666
Bactris gasipaes,-4.46666,-78.16666
Bactris gasipaes,-4.5,-78.5
Bactris gasipaes,3.63333,-76.86666
Bactris gasipaes,4.3,-75.96666
Bactris gasipaes,-10.37666,-75.07166
Bactris gasipaes,-1.2,-78.883333
Bactris gasipaes,-12.81666,-69.3
Bactris gasipaes,-11.833333,-71.416667
Bactris gasipaes,-0.33333,-79.75
Bactris gasipaes,0.76666,-78.9
Bactris gasipaes,-0.66666,-80.06666
Bactris gasipaes,0.96666,-78.33333
Bactris gasipaes,0.96666,-78.28333
Bactris gasipaes,11.25,-73.5
Bactris gasipaes,0.08333,-77.43333
Bactris gasipaes,5.88333,-74.65
Bactris gasipaes,-10.08333,-75.58333
Bactris gasipaes,-0.9,-77.81666
Bactris gasipaes,-1.4,-78.2
Bactris gasipaes,-0.03333,-76.7
Bactris gasipaes,-0.533333,-76.383333
Bactris gasipaes,-1.06666,-77.6
Bactris gasipaes,-4.26666,-78.61666
Bactris gasipaes,-0.23333,-79.13333
Bactris gasipaes,-2.63333,-78.21666
Bactris gasipaes,-3.68333,-79.63333
Bactris gasipaes,-0.3,-76.86666
Bactris gasipaes,-0.73333,-79.46666
Bactris gasipaes,-4.33222,-78.68055
Bactris gasipaes,-1.0425,-76.886389
Bactris gasipaes,-0.4,-76.53333
Bactris gasipaes,-1.0425,-76.88638
Bactris gasipaes,-0.6625,-76.66666
Bactris gasipaes,-0.95,-77.91666
Bactris gasipaes,-10.18333,-75.56666
Bactris gasipaes,-0.58333,-79.36666
Bactris gasipaes,-1.05,-80.88333
Bactris gasipaes,-5.031944,-78.428333
Bactris gasipaes,-2.15,-79.98333
Bactris gasipaes,-6.526333,-77.518611
Bactris gasipaes,-3.03867,-78.0964
Bactris gasipaes,-3.03867,-78.0964
Bactris gasipaes,-3.03867,-78.0964
Bactris gasipaes,-3.4525,-78.5811
Bactris gasipaes,-3.4525,-78.5811
Bactris gasipaes,-2.30511,-78.1147
Bactris gasipaes,-2.30511,-78.1147
Bactris gasipaes,-2.30511,-78.1147
Bactris gasipaes,-2.30511,-78.1147
Bactris gasipaes,-2.30511,-78.1147
Bactris gasipaes,-4.32833,-78.67
Bactris gasipaes,-4.32833,-78.67
Bactris gasipaes,-4.32833,-78.67
Bactris gasipaes,-4.31583,-78.6656
Bactris gasipaes,-4.31583,-78.6656
Bactris gasipaes,-4.31583,-78.6656
Bactris gasipaes,6,-77
Bactris gasipaes,6,-77
Bactris gasipaes,6,-77
Bactris gasipaes,6,-77
Bactris gasipaes,6,-77
Bactris gasipaes,6,-77
Bactris gasipaes,3.1125,-76.599139
Bactris gasipaes,4.385025,-76.060769
Bactris gasipaes,-9.163761,-74.375627
Bactris gasipaes,4.855008,-75.883914
Bactris gasipaes,4.855008,-75.883914
Bactris gasipaes,4.855008,-75.883914
Bactris gasipaes,4.855008,-75.883914
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.998480462,-76.25663093
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.998480462,-76.25663093
Bactris gasipaes,-5.998480462,-76.25663093
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.998480462,-76.25663093
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.998480462,-76.25663093
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.998480462,-76.25663093
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-5.989075439,-76.25227328
Bactris gasipaes,-5.998480462,-76.25663093
Bactris gasipaes,-5.903024811,-76.18812988
Bactris gasipaes,-5.895921853,-76.22708888
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.865097503,-75.1473973
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.546785592,-75.0487699
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.865097503,-75.1473973
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.865097503,-75.1473973
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-8.865097503,-75.1473973
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-8.853808941,-75.12301988
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.865097503,-75.1473973
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-8.350450521,-74.85413678
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.865097503,-75.1473973
Bactris gasipaes,-6.001892133,-76.25180565
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-6.013426357,-76.24659226
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.853808941,-75.12301988
Bactris gasipaes,-8.865097503,-75.1473973
Bactris gasipaes,-8.865097503,-75.1473973
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-8.453173974,-75.10328494
Bactris gasipaes,-5.903448462,-76.18456297
Bactris gasipaes,-8.453173974,-75.10328494
